brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_per_kwh,efficiency,power_to_weight,cluster
BYD,Dolphin,2022,Long Range,43671.62,95.1,328.0,90.4,4.97,173.0,517.0,391.0,AWD,7,Coupe,21.4,1500.0,3,0,China,Mid-range,203792.0,3.47,3.0,459.21787592008417,3.449001051524711,344.6666666666667,0
Xiaomi,SU7,2025,Premium,55513.6,48.7,150.0,126.5,5.94,162.0,434.0,369.0,AWD,5,Sedan,21.0,1521.0,4,0,China,Mid-range,22327.0,3.32,4.0,1139.9096509240246,3.0800821355236137,285.3385930309007,1
Lucid,Air,2024,Premium,167624.71375,76.3,276.0,262.4,5.11,163.0,1000.0,928.0,AWD,7,Hatchback,16.6,1560.0,4,1,US,Luxury,4056.0,3.28,4.0,2196.916300786369,3.617300131061599,641.0256410256411,0
BYD,Leaf 50X,2026,Long Range,101979.86,105.4,376.0,140.2,4.62,183.0,1000.0,924.0,FWD,5,Van,74.5,1500.0,4,0,China,Luxury,128300.0,3.96,5.0,967.550853889943,3.5673624288425048,666.6666666666666,0
Mercedes,GLE EV,2026,Performance,104553.67,111.7,412.0,187.5,3.3,192.0,554.0,463.0,FWD,5,Hatchback,25.3,1664.0,4,1,Germany,Luxury,68955.0,4.260000000000001,6.5,936.0221128021486,3.6884512085944494,332.93269230769226,0
Volkswagen,ID.3,2023,Standard,32332.16,53.1,184.0,146.1,5.64,170.0,169.0,200.0,RWD,5,Hatchback,22.5,1596.0,5,1,Germany,Budget,283336.0,3.52,3.0,608.8919020715631,3.4651600753295666,105.88972431077694,1
BYD,Qin,2026,Performance,112008.03,112.5,389.0,190.5,3.29,200.0,1000.0,897.0,RWD,7,SUV,38.6,2173.0,3,0,China,Luxury,201649.0,3.59,5.0,995.6269333333332,3.457777777777778,460.1932811780948,0
Porsche,Taycan,2025,Premium,111303.96,67.1,242.0,317.9,7.4,145.0,387.0,369.0,RWD,7,Van,79.0,1500.0,5,1,Germany,Luxury,5234.0,3.75,6.0,1658.7773472429212,3.606557377049181,258.0,1
Tesla,Model Y,2021,Premium,60365.37,70.3,225.0,248.0,5.77,155.0,390.0,337.0,AWD,7,Sedan,17.4,1624.0,5,2,US,Mid-range,385830.5,3.68,4.0,858.6823613086772,3.2005689900426746,240.14778325123157,1
Kia,Picanto EV,2024,Standard,32564.1,46.2,180.0,117.7,6.66,156.0,221.0,217.0,FWD,5,Hatchback,20.8,1510.0,4,0,South Korea,Budget,123543.0,3.02,3.0,704.8506493506493,3.896103896103896,146.35761589403972,1
GM/Chevrolet,Bolt EV,2022,Base,44453.56,69.7,242.0,54.4,7.29,145.0,498.0,426.0,FWD,5,Van,78.0,1500.0,5,1,US,Mid-range,19383.0,3.42,4.0,637.7842180774749,3.472022955523673,332.0,1
Hyundai,Ioniq,2021,Standard,33847.36,58.9,209.0,107.8,6.1,158.0,254.0,208.0,AWD,7,Sedan,37.0,1766.0,3,0,South Korea,Budget,145242.0,3.32,3.0,574.658064516129,3.548387096774193,143.82785956964892,1
Audi,Q6 e-tron,2024,Base,51267.23,71.4,241.0,63.6,6.0,155.0,194.0,200.0,RWD,7,Sedan,32.4,1704.0,4,1,Germany,Mid-range,64472.0,3.5,6.0,718.028431372549,3.375350140056022,113.84976525821595,1
BYD,Leaf 50X,2024,Long Range,75118.04,88.3,325.0,84.8,4.14,189.0,840.0,797.0,FWD,5,Sedan,32.2,1759.0,4,0,China,Premium,220772.0,3.68,3.0,850.7139297848245,3.680634201585504,477.54405912450255,0
Kia,EV9,2023,Performance,76777.22,72.5,254.0,171.5,2.52,200.0,894.0,748.0,AWD,5,SUV,55.3,2179.0,4,0,South Korea,Premium,99948.0,3.66,5.0,1058.9961379310346,3.503448275862069,410.2799449288664,0
BMW,i3,2023,Performance,111495.73,82.7,283.0,247.0,4.09,188.0,953.0,813.0,RWD,5,Coupe,24.4,1636.0,4,1,Germany,Luxury,41408.0,3.72,6.0,1348.1950423216445,3.422007255139057,582.518337408313,0
GM/Chevrolet,Bolt EUV,2026,Premium,52994.74,63.4,206.0,127.9,7.67,130.0,679.0,612.0,AWD,5,Truck,64.7,2568.0,5,1,US,Mid-range,5490.0,3.27,3.0,835.8791798107255,3.249211356466877,264.4080996884735,1
Fisker,Ocean,2026,Standard,67825.01,82.9,297.0,69.2,5.74,160.0,483.0,473.0,AWD,5,Sedan,16.0,1500.0,5,0,US,Premium,26063.0,3.56,4.0,818.1545235223159,3.582629674306393,322.0,1
Tesla,Model X,2022,Premium,78153.08,79.8,277.0,278.1,7.96,130.0,554.0,483.0,AWD,5,Hatchback,37.4,1500.0,4,2,US,Premium,114033.0,3.63,4.0,979.3619047619048,3.471177944862156,369.33333333333337,1
Mercedes,GLE EV,2022,Premium,93751.44,73.4,267.0,92.8,5.52,166.0,505.0,508.0,AWD,7,Van,62.1,1800.0,5,1,Germany,Premium,32471.0,3.81,6.5,1277.26757493188,3.637602179836512,280.55555555555554,1
Volkswagen,ID. Aero,2022,Base,29912.83,40.5,150.0,50.1,6.74,140.0,150.0,200.0,AWD,5,Van,69.6,1799.0,5,0,Germany,Budget,200434.0,3.19,5.0,738.5883950617284,3.703703703703704,83.37965536409116,1
Volkswagen,ID.4,2026,Base,49575.71,47.3,158.0,104.7,7.32,141.0,438.0,401.0,AWD,5,Sedan,37.1,1759.0,4,1,Germany,Mid-range,295672.0,3.23,5.0,1048.1122621564482,3.340380549682876,249.0051165434906,1
Fisker,Ronin,2025,Base,60986.5,42.7,150.0,112.0,7.34,137.0,471.0,426.0,AWD,7,Van,69.2,1757.0,5,0,US,Mid-range,2488.0,3.18,4.0,1428.255269320843,3.51288056206089,268.07057484348326,1
Fisker,Ocean,2025,Long Range,66660.45,93.7,290.0,139.7,4.14,186.0,523.0,477.0,RWD,7,Coupe,25.3,1773.0,5,1,US,Premium,12789.0,3.33,4.0,711.4242262540021,3.094983991462113,294.98025944726453,0
Volkswagen,ID. Aero,2024,Premium,40586.73,45.0,173.0,82.3,6.42,159.0,335.0,274.0,RWD,7,Coupe,32.4,1615.0,4,1,Germany,Mid-range,268842.0,3.31,4.0,901.9273333333334,3.844444444444445,207.43034055727557,1
Kia,EV6,2022,Premium,40060.04,63.0,235.0,90.5,6.78,153.0,281.0,246.0,RWD,7,Sedan,28.9,1500.0,4,0,South Korea,Mid-range,51025.0,3.4,5.0,635.8736507936508,3.73015873015873,187.3333333333333,1
GM/Chevrolet,Silverado EV,2026,Standard,64854.51,76.0,264.0,124.2,5.66,158.0,863.0,753.0,RWD,7,Van,66.6,1781.0,4,2,US,Mid-range,16372.0,3.34,5.0,853.3488157894737,3.473684210526316,484.5592363840539,0
BMW,i4,2022,Performance,102335.06,106.5,365.0,241.1,2.73,200.0,873.0,817.0,AWD,7,Hatchback,31.3,1526.0,5,1,Germany,Luxury,57345.0,3.89,5.0,960.8925821596245,3.427230046948357,572.083879423329,0
Hyundai,Kona Electric,2026,Premium,78808.06,83.8,310.0,141.6,5.71,163.0,989.0,868.0,AWD,7,Truck,78.4,2368.0,4,2,South Korea,Premium,79142.0,3.33,3.0,940.4303102625298,3.69928400954654,417.65202702702703,0
Kia,Sportage EV,2022,Standard,38543.18,45.8,159.0,126.3,5.27,175.0,312.0,260.0,FWD,5,SUV,41.4,1872.0,5,0,South Korea,Mid-range,117943.0,3.08,3.0,841.5541484716158,3.4716157205240177,166.66666666666666,1
Mercedes,EQE,2023,Performance,91688.58,90.5,311.0,240.9,4.23,192.0,427.0,373.0,RWD,5,Van,78.1,1713.0,5,2,Germany,Premium,45385.0,4.06,5.0,1013.1334806629834,3.43646408839779,249.27028604786923,0
BYD,Atto 3,2023,Premium,72252.78,40.8,150.0,132.5,6.07,162.0,772.0,689.0,RWD,5,Hatchback,38.8,1553.0,4,0,China,Premium,245833.0,3.12,3.0,1770.9014705882355,3.6764705882352944,497.1023824855119,1
NIO,ET6,2025,Base,75082.66,69.0,236.0,113.7,5.3,173.0,685.0,654.0,AWD,5,Sedan,15.2,1800.0,5,0,China,Premium,6090.0,3.63,4.0,1088.1544927536231,3.420289855072464,380.55555555555554,1
Rivian,R3,2025,Long Range,105185.41,109.2,352.0,76.3,4.17,187.0,1000.0,900.0,FWD,5,Hatchback,25.5,1527.0,4,1,US,Luxury,20140.0,3.46,5.0,963.2363553113552,3.2234432234432235,654.8788474132285,0
BYD,Max,2023,Base,20788.8,46.9,161.0,93.6,6.51,150.0,150.0,200.0,RWD,5,Van,79.4,1923.0,4,1,China,Budget,208014.0,3.15,4.0,443.25799573560766,3.4328358208955225,78.003120124805,1
Hyundai,Ioniq 6,2024,Performance,97949.17,88.6,324.0,170.9,2.96,200.0,1000.0,850.0,AWD,5,Hatchback,19.7,1500.0,5,1,South Korea,Premium,105426.0,3.83,4.0,1105.521106094808,3.656884875846501,666.6666666666666,0
Porsche,Macan Electric,2023,Standard,107490.34,61.7,224.0,251.6,6.15,161.0,337.0,320.0,AWD,5,SUV,39.7,1666.0,4,2,Germany,Luxury,2249.0,3.5,6.5,1742.1448946515395,3.6304700162074552,202.280912364946,1
Fisker,Ocean,2023,Premium,100837.22,71.6,259.0,138.2,5.42,163.0,841.0,735.0,AWD,5,Sedan,36.7,1500.0,5,0,US,Luxury,27700.0,3.3,5.0,1408.3410614525142,3.61731843575419,560.6666666666666,0
Mercedes,EQE,2025,Base,125283.58,75.6,264.0,123.7,7.57,138.0,747.0,634.0,FWD,7,Truck,74.4,2720.0,4,1,Germany,Luxury,50741.0,4.19,6.5,1657.1902116402118,3.4920634920634925,274.6323529411765,1
Volkswagen,ID.3,2022,Base,53614.66,63.7,213.0,138.2,5.95,160.0,530.0,526.0,FWD,5,SUV,44.8,2264.0,4,0,Germany,Mid-range,208794.0,3.39,4.0,841.6744113029828,3.3437990580847723,234.09893992932865,1
Hyundai,Ioniq,2021,Performance,54289.29,101.8,323.0,214.9,3.67,196.0,603.0,568.0,FWD,7,Hatchback,17.8,1707.0,4,1,South Korea,Mid-range,110889.0,3.69,4.0,533.2936149312377,3.1728880157170924,353.25131810193324,0
Hyundai,Ioniq,2023,Performance,69817.04,113.2,415.0,171.3,3.01,198.0,899.0,830.0,AWD,5,Van,62.0,1643.0,5,1,South Korea,Premium,127527.0,3.55,4.0,616.7583038869258,3.666077738515901,547.1698113207547,0
BMW,i4,2024,Base,47596.94,81.1,287.0,123.0,7.53,135.0,169.0,200.0,FWD,7,Sedan,15.4,1577.0,5,1,Germany,Mid-range,22877.0,3.56,6.5,586.8919852034526,3.5388409371146734,107.16550412175016,1
GM/Chevrolet,Bolt EUV,2024,Performance,98117.57,90.3,335.0,227.3,3.97,195.0,1000.0,866.0,FWD,5,Sedan,17.1,1500.0,5,0,US,Premium,23127.0,3.63,4.0,1086.5733111849393,3.709856035437431,666.6666666666666,0
BMW,i7,2021,Base,76431.36,47.0,150.0,90.1,6.06,160.0,524.0,510.0,RWD,7,Sedan,34.1,1776.0,4,2,Germany,Premium,30267.0,3.08,5.0,1626.1991489361703,3.191489361702128,295.045045045045,1
Fisker,Ocean,2025,Standard,47756.59,60.7,225.0,136.4,6.02,158.0,298.0,265.0,AWD,7,Sedan,16.1,1812.0,4,1,US,Mid-range,6983.0,3.23,3.0,786.7642504118616,3.706754530477759,164.45916114790288,1
BMW,i5,2024,Standard,91502.74,75.2,250.0,75.7,5.77,161.0,650.0,613.0,RWD,7,Coupe,32.6,1500.0,5,1,Germany,Premium,64217.0,3.55,6.0,1216.791755319149,3.324468085106383,433.33333333333337,1
Mercedes,EQG,2022,Long Range,74524.3,84.1,298.0,141.9,4.89,180.0,277.0,271.0,AWD,5,Hatchback,23.3,1690.0,5,2,Germany,Premium,75343.0,3.85,6.5,886.1391200951249,3.5434007134363856,163.90532544378698,1
Tesla,Model X,2026,Base,27570.57,44.6,153.0,215.0,7.41,137.0,161.0,200.0,AWD,5,Coupe,36.9,1682.0,5,2,US,Budget,203167.0,3.2,5.0,618.1742152466368,3.430493273542601,95.71938168846611,1
GM/Chevrolet,Silverado EV,2023,Performance,42948.13,93.8,328.0,156.4,2.96,200.0,422.0,385.0,AWD,5,Sedan,31.4,1903.0,4,2,US,Mid-range,14040.0,3.76,4.0,457.8691897654584,3.49680170575693,221.75512348922757,0
Mercedes,GLE EV,2022,Long Range,100017.14,108.6,382.0,123.5,5.74,157.0,539.0,494.0,FWD,5,Hatchback,33.8,1500.0,5,2,Germany,Luxury,39100.0,3.99,6.5,920.9681399631676,3.5174953959484347,359.3333333333333,0
Toyota,bZ4X,2026,Performance,108712.63,111.4,366.0,193.2,3.3,195.0,1000.0,924.0,RWD,5,Sedan,37.5,1549.0,4,0,Japan,Luxury,12763.0,3.93,4.0,975.8763913824056,3.285457809694793,645.577792123951,0
Mercedes,EQC,2022,Long Range,117361.83,91.3,335.0,136.0,5.26,158.0,673.0,601.0,AWD,7,SUV,68.4,1923.0,4,1,Germany,Luxury,75929.0,3.88,5.0,1285.4526834611172,3.669222343921139,349.9739989599584,0
Rivian,R2,2025,Premium,100224.89,43.2,157.0,106.2,6.8,137.0,1000.0,909.0,RWD,5,Sedan,33.5,1592.0,4,1,US,Luxury,10726.0,3.0,6.0,2320.020601851852,3.634259259259259,628.140703517588,1
BMW,i3,2025,Long Range,102396.37,96.6,340.0,102.0,4.37,184.0,852.0,737.0,FWD,5,Hatchback,18.7,1822.0,5,2,Germany,Luxury,35285.0,3.65,5.0,1060.0038302277433,3.5196687370600417,467.6180021953897,0
Volkswagen,ID.3,2025,Standard,62840.41,71.4,268.0,73.9,6.29,159.0,621.0,524.0,RWD,7,Hatchback,18.6,1960.0,5,0,Germany,Mid-range,242781.0,3.79,4.0,880.1177871148459,3.753501400560224,316.8367346938776,1
Honda,e,2022,Premium,60662.04,67.2,242.0,144.9,6.09,154.0,943.0,887.0,AWD,5,SUV,36.4,1943.0,4,2,Japan,Mid-range,10748.0,3.54,3.0,902.7089285714286,3.601190476190476,485.331960885229,1
Lucid,Air,2026,Premium,167624.71375,63.1,216.0,285.9,8.0,125.0,1000.0,889.0,RWD,7,Van,62.9,1500.0,5,0,US,Luxury,21994.0,3.37,5.0,2656.49308637084,3.423137876386688,666.6666666666666,1
Mercedes,EQE,2024,Premium,146623.72,69.1,262.0,117.9,5.33,176.0,935.0,806.0,AWD,7,Coupe,16.8,1586.0,4,2,Germany,Luxury,43244.0,3.61,6.5,2121.9062228654125,3.791606367583213,589.5334174022698,0
Ford,Mustang Mach-E,2022,Base,64696.27,51.7,165.0,60.6,6.94,144.0,704.0,642.0,RWD,5,Van,67.4,1771.0,4,1,US,Mid-range,37967.0,3.06,4.0,1251.3785299806575,3.191489361702128,397.5155279503105,1
Audi,Q6 e-tron,2025,Performance,99175.33,93.3,334.0,217.0,3.73,185.0,706.0,646.0,FWD,5,Coupe,31.9,1897.0,5,2,Germany,Premium,77677.0,3.68,6.0,1062.9724544480173,3.579849946409432,372.1665788086452,0
Volkswagen,ID. Aero,2025,Standard,87997.46,42.5,150.0,88.7,7.75,129.0,1000.0,893.0,FWD,7,SUV,63.2,1931.0,4,2,Germany,Premium,228031.0,3.16,4.0,2070.5284705882355,3.5294117647058822,517.8663904712583,1
Kia,EV9,2026,Standard,52324.87,44.4,154.0,84.3,6.34,158.0,517.0,461.0,AWD,5,SUV,41.9,2334.0,5,0,South Korea,Mid-range,142095.0,3.03,5.0,1178.4880630630632,3.468468468468469,221.50814053127675,1
BYD,Max,2022,Standard,59138.53,43.2,160.0,81.3,7.03,141.0,665.0,586.0,FWD,7,Sedan,19.9,1666.0,4,2,China,Mid-range,241442.0,3.15,4.0,1368.9474537037036,3.7037037037037033,399.15966386554624,1
BYD,Seagull,2024,Long Range,51370.62,105.7,403.0,99.6,4.91,177.0,534.0,505.0,AWD,7,Coupe,28.1,1598.0,5,1,China,Mid-range,177642.0,3.76,4.0,486.0039735099338,3.812677388836329,334.1677096370463,0
Volkswagen,ID.5,2021,Long Range,44741.31,93.3,312.0,57.6,4.33,186.0,326.0,304.0,AWD,7,Sedan,24.9,1689.0,5,2,Germany,Mid-range,254746.0,3.41,4.0,479.54244372990354,3.344051446945337,193.01361752516283,1
BYD,Qin,2021,Base,25493.2,79.0,290.0,50.3,6.89,147.0,244.0,200.0,RWD,5,SUV,59.6,1716.0,4,0,China,Budget,203716.0,3.59,3.0,322.6987341772152,3.670886075949367,142.19114219114218,1
Kia,EV6,2020,Standard,29338.85,40.5,157.0,85.7,6.13,165.0,185.0,200.0,FWD,5,SUV,68.7,2266.0,4,1,South Korea,Budget,61921.0,3.18,3.0,724.416049382716,3.876543209876543,81.64165931156222,1
BMW,iX,2024,Long Range,73854.83,96.9,322.0,135.2,4.66,181.0,435.0,336.0,FWD,5,Hatchback,24.9,1829.0,5,2,Germany,Premium,33084.0,3.64,6.5,762.1757481940144,3.3230134158926727,237.83488244942592,0
Mercedes,GLE EV,2026,Long Range,89516.61,78.7,296.0,115.6,4.23,185.0,381.0,309.0,FWD,5,Van,62.0,1692.0,4,1,Germany,Premium,50182.0,4.07,5.0,1137.441041931385,3.761118170266836,225.177304964539,1
Kia,EV6,2023,Long Range,68881.26,85.2,297.0,97.4,4.6,172.0,787.0,717.0,AWD,5,SUV,36.4,1755.0,4,0,South Korea,Premium,85490.0,3.48,4.0,808.4654929577464,3.4859154929577465,448.4330484330485,0
Hyundai,Ioniq 5,2026,Performance,46435.85,100.4,359.0,204.9,3.97,189.0,429.0,426.0,RWD,7,SUV,52.7,2075.0,4,0,South Korea,Mid-range,73520.0,3.68,4.0,462.50846613545815,3.5756972111553784,206.74698795180723,0
Kia,Niro EV,2023,Base,53627.18,75.2,266.0,132.8,6.62,154.0,573.0,518.0,FWD,5,Sedan,16.6,1500.0,3,0,South Korea,Mid-range,65815.0,3.66,4.0,713.1273936170212,3.5372340425531914,382.0,1
GM/Chevrolet,Equinox EV,2022,Base,33771.62,73.4,250.0,77.5,5.72,157.0,262.0,240.0,RWD,5,SUV,64.0,2124.0,4,0,US,Budget,22698.0,3.33,4.0,460.1038147138965,3.4059945504087192,123.35216572504709,1
Toyota,bZ Compact SUV,2023,Long Range,79916.17,85.7,295.0,79.3,4.43,176.0,1000.0,898.0,FWD,5,SUV,44.3,2030.0,4,1,Japan,Premium,29619.0,3.47,3.0,932.5107351225204,3.442240373395566,492.6108374384236,0
Tesla,Model X,2026,Premium,88927.83,60.1,213.0,331.3,7.27,143.0,671.0,574.0,AWD,5,SUV,56.9,1899.0,4,3,US,Premium,116766.0,3.76,4.0,1479.6643926788686,3.5440931780366056,353.34386519220647,1
BMW,i5,2025,Long Range,119539.21,109.1,391.0,54.4,4.24,183.0,1000.0,900.0,RWD,5,Sedan,38.6,1669.0,3,2,Germany,Luxury,49676.0,3.74,6.0,1095.6847846012834,3.583868010999084,599.1611743559017,0
Rivian,R2,2024,Long Range,96777.2,98.9,341.0,130.2,4.47,179.0,1000.0,896.0,FWD,7,Hatchback,36.7,1807.0,5,0,US,Premium,20918.0,3.83,6.0,978.535894843276,3.447927199191102,553.4034311012729,0
NIO,EL8,2024,Long Range,119324.89,90.9,308.0,123.3,5.39,168.0,1000.0,871.0,FWD,5,Truck,63.8,2732.0,5,0,China,Luxury,11219.0,3.72,5.0,1312.7050605060506,3.388338833883388,366.03221083455344,0
Hyundai,Kona Electric,2025,Performance,91101.0,93.1,300.0,167.8,3.9,193.0,1000.0,880.0,AWD,7,Van,70.1,1500.0,5,1,South Korea,Premium,95350.0,3.54,4.0,978.528464017186,3.22234156820623,666.6666666666666,0
Kia,EV6,2025,Long Range,46513.0,99.0,349.0,87.7,4.41,182.0,443.0,412.0,FWD,5,Truck,75.1,2677.0,4,2,South Korea,Mid-range,124966.0,3.94,4.0,469.82828282828285,3.525252525252525,165.48375046694062,0
Kia,Niro EV,2022,Base,34817.25,56.3,207.0,107.7,5.43,173.0,236.0,242.0,RWD,7,Truck,56.4,2426.0,4,1,South Korea,Budget,109878.0,3.27,4.0,618.4236234458259,3.676731793960924,97.27947238252268,1
Volkswagen,ID.4,2020,Premium,48608.56,41.4,163.0,71.1,5.45,175.0,443.0,450.0,AWD,5,Truck,57.3,2188.0,5,1,Germany,Mid-range,221203.0,3.43,4.0,1174.119806763285,3.9371980676328495,202.46800731261428,1
Tesla,Cybertruck,2023,Performance,56003.28,108.7,392.0,231.2,3.88,192.0,391.0,330.0,AWD,5,Truck,60.0,2669.0,4,3,US,Mid-range,102435.0,4.04,4.0,515.2095676172953,3.606255749770009,146.4968152866242,0
Hyundai,Ioniq,2022,Standard,39241.19,62.3,205.0,97.7,5.35,173.0,416.0,406.0,FWD,5,SUV,51.8,1948.0,5,0,South Korea,Mid-range,50222.0,3.32,4.0,629.8746388443018,3.290529695024077,213.5523613963039,1
Kia,EV9,2023,Long Range,62846.87,96.2,339.0,123.1,4.69,186.0,698.0,598.0,FWD,7,SUV,47.0,1905.0,5,0,South Korea,Mid-range,73090.0,3.76,4.0,653.293866943867,3.523908523908524,366.4041994750656,0
Toyota,bZ Compact SUV,2026,Long Range,86892.09,84.1,298.0,115.8,4.23,186.0,1000.0,879.0,FWD,7,SUV,44.6,1924.0,4,1,Japan,Premium,27998.0,3.62,4.0,1033.1996432818073,3.5434007134363856,519.7505197505197,0
Hyundai,Ioniq 6,2022,Performance,56768.4,117.3,400.0,156.7,3.2,200.0,588.0,539.0,RWD,5,Coupe,29.7,1611.0,5,1,South Korea,Mid-range,141874.0,4.18,4.0,483.9590792838875,3.4100596760443307,364.99068901303536,0
Ford,Explorer EV,2022,Long Range,86649.72,78.8,301.0,125.0,5.18,175.0,1000.0,889.0,RWD,5,Truck,74.4,2525.0,5,2,US,Premium,45060.0,3.95,4.0,1099.6157360406091,3.8197969543147208,396.0396039603961,0
Kia,Picanto EV,2023,Performance,84710.91,95.4,364.0,187.7,4.06,192.0,1000.0,925.0,AWD,7,Sedan,29.6,1715.0,4,0,South Korea,Premium,109134.0,3.67,4.0,887.9550314465408,3.815513626834381,583.0903790087464,0
BMW,iX,2025,Premium,133858.15,74.7,287.0,88.7,5.3,169.0,1000.0,890.0,AWD,5,SUV,50.4,2012.0,5,1,Germany,Luxury,27376.0,3.39,6.5,1791.9431057563586,3.8420348058902274,497.0178926441352,0
Toyota,bZ4X,2026,Premium,73010.4,55.3,213.0,72.3,6.41,152.0,910.0,807.0,AWD,5,Sedan,17.1,1595.0,4,0,Japan,Premium,9198.0,3.03,4.0,1320.260397830018,3.851717902350814,570.5329153605015,1
Ford,Mustang Mach-E,2023,Standard,61247.58,43.0,150.0,103.3,6.46,145.0,643.0,633.0,RWD,5,Hatchback,34.0,1664.0,4,0,US,Mid-range,76286.0,3.13,5.0,1424.3623255813957,3.488372093023256,386.4182692307692,1
Audi,Q4 e-tron,2024,Premium,130055.6,60.1,232.0,124.6,5.56,169.0,1000.0,860.0,AWD,5,Sedan,29.1,1715.0,4,1,Germany,Luxury,44054.0,3.23,6.5,2163.9866888519136,3.8602329450915134,583.0903790087464,0
BYD,Qin,2022,Premium,39142.51,67.4,236.0,120.8,6.39,159.0,376.0,323.0,FWD,7,Hatchback,20.6,1500.0,3,0,China,Mid-range,143146.0,3.46,3.0,580.7494065281899,3.501483679525222,250.66666666666663,1
BYD,Max,2023,Standard,26581.17,76.3,257.0,72.0,7.24,143.0,211.0,200.0,RWD,5,SUV,35.9,1699.0,5,0,China,Budget,206659.0,3.36,4.0,348.37706422018346,3.3682830930537357,124.19070041200708,1
Kia,Sportage EV,2023,Performance,92527.86,110.6,404.0,196.5,2.7,200.0,1000.0,936.0,RWD,7,SUV,54.6,2003.0,4,0,South Korea,Premium,118664.0,3.6,4.0,836.599095840868,3.6528028933092234,499.2511233150275,0
Volkswagen,ID. Aero,2022,Long Range,73265.41,102.2,363.0,88.3,4.82,187.0,722.0,624.0,FWD,5,Truck,50.8,2433.0,3,1,Germany,Premium,255210.0,3.55,4.0,716.8826810176125,3.551859099804305,296.75297986025487,0
Mercedes,EQS,2022,Long Range,167624.71375,102.1,380.0,97.5,4.62,182.0,1000.0,855.0,AWD,5,Truck,52.1,2548.0,5,1,Germany,Luxury,49341.0,4.26,6.0,1641.7699681684624,3.721841332027424,392.464678178964,0
Ford,Mustang Mach-E,2026,Base,43574.22,67.2,237.0,107.9,5.55,159.0,376.0,361.0,RWD,5,SUV,46.9,1834.0,5,2,US,Mid-range,55997.0,3.06,5.0,648.4258928571428,3.526785714285714,205.0163576881134,1
Mercedes,EQS,2024,Base,126359.58,40.6,150.0,112.6,7.47,135.0,711.0,582.0,AWD,5,Coupe,34.7,1760.0,5,1,Germany,Luxury,31657.0,3.57,6.0,3112.3049261083743,3.694581280788177,403.9772727272728,1
Volkswagen,ID. Buzz,2021,Long Range,35869.49,82.6,267.0,132.5,5.38,165.0,224.0,235.0,FWD,5,Truck,58.6,2542.0,3,0,Germany,Mid-range,202031.0,3.79,3.0,434.2553268765133,3.232445520581114,88.1195908733281,1
BMW,i4,2025,Standard,84568.67,83.7,285.0,96.2,6.92,143.0,627.0,638.0,RWD,7,Sedan,31.5,1500.0,4,1,Germany,Premium,62828.0,3.51,5.0,1010.3783751493428,3.4050179211469533,418.0,1
BMW,i4,2024,Performance,82827.92,98.2,348.0,182.7,4.06,195.0,550.0,495.0,AWD,5,Hatchback,35.2,1572.0,4,1,Germany,Premium,59167.0,3.9,6.0,843.4615071283096,3.5437881873727086,349.8727735368957,0
Volkswagen,ID.3,2024,Standard,38832.16,66.3,221.0,134.4,7.31,145.0,247.0,221.0,RWD,7,SUV,68.7,1808.0,5,2,Germany,Mid-range,256517.0,3.43,3.0,585.7037707390649,3.333333333333333,136.6150442477876,1
BYD,Qin,2023,Premium,33832.39,82.8,276.0,148.1,7.96,128.0,343.0,302.0,AWD,7,SUV,67.7,1930.0,4,0,China,Budget,177176.0,3.68,4.0,408.6037439613527,3.333333333333333,177.720207253886,1
Tesla,Model X,2021,Base,66814.08,57.8,194.0,347.5,7.17,136.0,493.0,397.0,AWD,7,Truck,79.2,2428.0,4,2,US,Premium,228985.0,3.76,6.0,1155.9529411764706,3.3564013840830453,203.0477759472817,1
BYD,Qin,2026,Premium,79542.78,81.1,295.0,110.9,7.2,137.0,912.0,788.0,AWD,7,Van,71.2,1565.0,5,1,China,Premium,153987.0,3.28,5.0,980.7987669543774,3.637484586929717,582.7476038338658,1
Porsche,Macan Electric,2024,Premium,167624.71375,79.3,290.0,299.2,5.84,154.0,1000.0,849.0,AWD,7,Coupe,20.4,1714.0,5,1,Germany,Luxury,14726.0,3.66,6.0,2113.804713114754,3.656998738965952,583.4305717619603,0
GM/Chevrolet,Bolt EV,2021,Performance,47454.86,102.7,354.0,232.6,2.76,200.0,521.0,455.0,FWD,5,Van,77.5,1612.0,4,0,US,Mid-range,7468.0,3.83,3.0,462.0726387536514,3.4469328140214217,323.2009925558313,0
Volkswagen,ID.5,2022,Base,27966.77,59.8,195.0,146.4,5.04,172.0,150.0,200.0,AWD,7,Sedan,31.0,1750.0,5,1,Germany,Budget,258777.0,3.29,3.0,467.6717391304348,3.260869565217392,85.71428571428571,1
GM/Chevrolet,Equinox EV,2021,Long Range,61755.21,79.1,270.0,148.6,5.83,165.0,846.0,793.0,FWD,5,SUV,47.3,2033.0,5,1,US,Mid-range,9557.0,3.66,3.0,780.7232616940582,3.413400758533502,416.1337924249877,0
Volvo,XC40 Recharge,2026,Performance,111533.26,116.5,422.0,153.5,2.98,200.0,1000.0,882.0,AWD,5,SUV,54.6,1917.0,4,1,Sweden,Luxury,29548.0,3.71,5.0,957.3670386266094,3.622317596566524,521.6484089723526,0
